Category,Subcategory,Detail,Activity,Description,Unit,EmissionFactor
Refrigerant & other,Blends,R429A,,Total emissions including non-Kyoto products,kg,15.3
Refrigerant & other,Blends,R430A,,Emissions including only Kyoto products,kg,105.0
Refrigerant & other,Blends,R430A,,Emissions including only non-Kyoto products,kg,1.0
Refrigerant & other,Blends,R430A,,Total emissions including non-Kyoto products,kg,106.0
Refrigerant & other,Blends,R431A,,Emissions including only Kyoto products,kg,40.0
Refrigerant & other,Blends,R431A,,Total emissions including non-Kyoto products,kg,40.0
Refrigerant & other,Blends,R432A,,Emissions including only non-Kyoto products,kg,1.8
Refrigerant & other,Blends,R432A,,Total emissions including non-Kyoto products,kg,1.8
Refrigerant & other,Blends,R433A,,Emissions including only non-Kyoto products,kg,0.64
Refrigerant & other,Blends,R433A,,Total emissions including non-Kyoto products,kg,0.64
Refrigerant & other,Blends,R433B,,Emissions including only non-Kyoto products,kg,0.16
Refrigerant & other,Blends,R433B,,Total emissions including non-Kyoto products,kg,0.16
Refrigerant & other,Blends,R433C,,Emissions including only non-Kyoto products,kg,0.55
Refrigerant & other,Blends,R433C,,Total emissions including non-Kyoto products,kg,0.55
Refrigerant & other,Blends,R434A,,Emissions including only Kyoto products,kg,3075.0
Refrigerant & other,Blends,R434A,,Total emissions including non-Kyoto products,kg,3076.0
Refrigerant & other,Blends,R435A,,Emissions including only Kyoto products,kg,27.6
Refrigerant & other,Blends,R435A,,Emissions including only non-Kyoto products,kg,0.8
Refrigerant & other,Blends,R435A,,Total emissions including non-Kyoto products,kg,28.4
Refrigerant & other,Blends,R436A,,Emissions including only non-Kyoto products,kg,1.35
Refrigerant & other,Blends,R436A,,Total emissions including non-Kyoto products,kg,1.35
Refrigerant & other,Blends,R436B,,Emissions including only non-Kyoto products,kg,1.47
Refrigerant & other,Blends,R436B,,Total emissions including non-Kyoto products,kg,1.47
Refrigerant & other,Blends,R437A,,Emissions including only Kyoto products,kg,1639.0
Refrigerant & other,Blends,R437A,,Total emissions including non-Kyoto products,kg,1639.0
Refrigerant & other,Blends,R438A,,Emissions including only Kyoto products,kg,2059.0
Refrigerant & other,Blends,R438A,,Total emissions including non-Kyoto products,kg,2059.0
Refrigerant & other,Blends,R439A,,Emissions including only Kyoto products,kg,1828.0
Refrigerant & other,Blends,R439A,,Total emissions including non-Kyoto products,kg,1828.0
Refrigerant & other,Blends,R440A,,Emissions including only Kyoto products,kg,156.0
Refrigerant & other,Blends,R440A,,Total emissions including non-Kyoto products,kg,156.0
Refrigerant & other,Blends,R441A,,Emissions including only non-Kyoto products,kg,0.23
Refrigerant & other,Blends,R441A,,Total emissions including non-Kyoto products,kg,0.23
Refrigerant & other,Blends,R442A,,Emissions including only Kyoto products,kg,1754.0
Refrigerant & other,Blends,R442A,,Total emissions including non-Kyoto products,kg,1754.0
Refrigerant & other,Blends,R443A,,Emissions including only non-Kyoto products,kg,1.0
Refrigerant & other,Blends,R443A,,Total emissions including non-Kyoto products,kg,1.0
Refrigerant & other,Blends,R444A,,Emissions including only Kyoto products,kg,88.0
Refrigerant & other,Blends,R444A,,Emissions including only non-Kyoto products,kg,1.0
Refrigerant & other,Blends,R444A,,Total emissions including non-Kyoto products,kg,89.0
Refrigerant & other,Blends,R445A,,Emissions including only Kyoto products,kg,117.0
Refrigerant & other,Blends,R445A,,Emissions including only non-Kyoto products,kg,1.0
Refrigerant & other,Blends,R445A,,Total emissions including non-Kyoto products,kg,118.0
Refrigerant & other,Blends,R500,,Emissions including only Kyoto products,kg,36.0
Refrigerant & other,Blends,R500,,Emissions including only non-Kyoto products,kg,7528.0
Refrigerant & other,Blends,R500,,Total emissions including non-Kyoto products,kg,7564.0
Refrigerant & other,Blends,R501,,Emissions including only non-Kyoto products,kg,3870.0
Refrigerant & other,Blends,R501,,Total emissions including non-Kyoto products,kg,3870.0
Refrigerant & other,Blends,R502,,Emissions including only non-Kyoto products,kg,4786.0
Refrigerant & other,Blends,R502,,Total emissions including non-Kyoto products,kg,4786.0
Refrigerant & other,Blends,R503,,Emissions including only Kyoto products,kg,4972.0
Refrigerant & other,Blends,R503,,Emissions including only non-Kyoto products,kg,8326.0
Refrigerant & other,Blends,R503,,Total emissions including non-Kyoto products,kg,13299.0
Refrigerant & other,Blends,R504,,Emissions including only Kyoto products,kg,326.0
Refrigerant & other,Blends,R504,,Emissions including only non-Kyoto products,kg,3973.0
Refrigerant & other,Blends,R504,,Total emissions including non-Kyoto products,kg,4299.0
Refrigerant & other,Blends,R505,,Emissions including only non-Kyoto products,kg,7956.0
Refrigerant & other,Blends,R505,,Total emissions including non-Kyoto products,kg,7956.0
Refrigerant & other,Blends,R506,,Emissions including only non-Kyoto products,kg,3857.0
Refrigerant & other,Blends,R506,,Total emissions including non-Kyoto products,kg,3857.0
Refrigerant & other,Blends,R507A,,Emissions including only Kyoto products,kg,3985.0
Refrigerant & other,Blends,R507A,,Total emissions including non-Kyoto products,kg,3985.0
Refrigerant & other,Blends,R508A,,Emissions including only Kyoto products,kg,11607.0
Refrigerant & other,Blends,R508A,,Total emissions including non-Kyoto products,kg,11607.0
Refrigerant & other,Blends,R508B,,Emissions including only Kyoto products,kg,11698.0
Refrigerant & other,Blends,R508B,,Total emissions including non-Kyoto products,kg,11698.0
Refrigerant & other,Blends,R509A,,Emissions including only Kyoto products,kg,4984.0
Refrigerant & other,Blends,R509A,,Emissions including only non-Kyoto products,kg,774.0
Refrigerant & other,Blends,R509A,,Total emissions including non-Kyoto products,kg,5758.0
Refrigerant & other,Blends,R510A,,Emissions including only non-Kyoto products,kg,1.24
Refrigerant & other,Blends,R510A,,Total emissions including non-Kyoto products,kg,1.24
Refrigerant & other,Blends,R511A,,Emissions including only Kyoto products,kg,6.9
Refrigerant & other,Blends,R511A,,Emissions including only non-Kyoto products,kg,0.1
Refrigerant & other,Blends,R511A,,Total emissions including non-Kyoto products,kg,7.0
Refrigerant & other,Blends,R512A,,Emissions including only Kyoto products,kg,196.0
Refrigerant & other,Blends,R512A,,Total emissions including non-Kyoto products,kg,196.0
Refrigerant & other,Montreal protocol products,CFC-11/R11 = trichlorofluoromethane,,Emissions including only non-Kyoto products,kg,4660.0
Refrigerant & other,Montreal protocol products,CFC-11/R11 = trichlorofluoromethane,,Total emissions including non-Kyoto products,kg,4660.0
Refrigerant & other,Montreal protocol products,CFC-12/R12 = dichlorodifluoromethane,,Emissions including only non-Kyoto products,kg,10200.0
Refrigerant & other,Montreal protocol products,CFC-12/R12 = dichlorodifluoromethane,,Total emissions including non-Kyoto products,kg,10200.0
Refrigerant & other,Montreal protocol products,CFC-13,,Emissions including only non-Kyoto products,kg,13900.0
Refrigerant & other,Montreal protocol products,CFC-13,,Total emissions including non-Kyoto products,kg,13900.0
Refrigerant & other,Montreal protocol products,CFC-113,,Emissions including only non-Kyoto products,kg,5820.0
Refrigerant & other,Montreal protocol products,CFC-113,,Total emissions including non-Kyoto products,kg,5820.0
Refrigerant & other,Montreal protocol products,CFC-114,,Emissions including only non-Kyoto products,kg,8590.0
Refrigerant & other,Montreal protocol products,CFC-114,,Total emissions including non-Kyoto products,kg,8590.0
Refrigerant & other,Montreal protocol products,CFC-115,,Emissions including only non-Kyoto products,kg,7670.0
Refrigerant & other,Montreal protocol products,CFC-115,,Total emissions including non-Kyoto products,kg,7670.0
Refrigerant & other,Montreal protocol products,Halon-1211,,Emissions including only non-Kyoto products,kg,1750.0
Refrigerant & other,Montreal protocol products,Halon-1211,,Total emissions including non-Kyoto products,kg,1750.0
Refrigerant & other,Montreal protocol products,Halon-1301,,Emissions including only non-Kyoto products,kg,6290.0
Refrigerant & other,Montreal protocol products,Halon-1301,,Total emissions including non-Kyoto products,kg,6290.0
Refrigerant & other,Montreal protocol products,Halon-2402,,Emissions including only non-Kyoto products,kg,1470.0
Refrigerant & other,Montreal protocol products,Halon-2402,,Total emissions including non-Kyoto products,kg,1470.0
Refrigerant & other,Montreal protocol products,Carbon tetrachloride,,Emissions including only non-Kyoto products,kg,1730.0
Refrigerant & other,Montreal protocol products,Carbon tetrachloride,,Total emissions including non-Kyoto products,kg,1730.0
Refrigerant & other,Montreal protocol products,Methyl bromide,,Emissions including only non-Kyoto products,kg,2.0
Refrigerant & other,Montreal protocol products,Methyl bromide,,Total emissions including non-Kyoto products,kg,2.0
Refrigerant & other,Montreal protocol products,Methyl chloroform,,Emissions including only non-Kyoto products,kg,160.0
Refrigerant & other,Montreal protocol products,Methyl chloroform,,Total emissions including non-Kyoto products,kg,160.0
Refrigerant & other,Montreal protocol products,HCFC-22/R22 = chlorodifluoromethane,,Emissions including only non-Kyoto products,kg,1760.0
Refrigerant & other,Montreal protocol products,HCFC-22/R22 = chlorodifluoromethane,,Total emissions including non-Kyoto products,kg,1760.0
Refrigerant & other,Montreal protocol products,HCFC-123,,Emissions including only non-Kyoto products,kg,79.0
Refrigerant & other,Montreal protocol products,HCFC-123,,Total emissions including non-Kyoto products,kg,79.0
Refrigerant & other,Montreal protocol products,HCFC-124,,Emissions including only non-Kyoto products,kg,527.0
Refrigerant & other,Montreal protocol products,HCFC-124,,Total emissions including non-Kyoto products,kg,527.0
Refrigerant & other,Montreal protocol products,HCFC-141b,,Emissions including only non-Kyoto products,kg,782.0
Refrigerant & other,Montreal protocol products,HCFC-141b,,Total emissions including non-Kyoto products,kg,782.0
Refrigerant & other,Montreal protocol products,HCFC-142b,,Emissions including only non-Kyoto products,kg,1980.0
Refrigerant & other,Montreal protocol products,HCFC-142b,,Total emissions including non-Kyoto products,kg,1980.0
Refrigerant & other,Montreal protocol products,HCFC-225ca,,Emissions including only non-Kyoto products,kg,127.0
Refrigerant & other,Montreal protocol products,HCFC-225ca,,Total emissions including non-Kyoto products,kg,127.0
Refrigerant & other,Montreal protocol products,HCFC-225cb,,Emissions including only non-Kyoto products,kg,525.0
Refrigerant & other,Montreal protocol products,HCFC-225cb,,Total emissions including non-Kyoto products,kg,525.0
Refrigerant & other,Montreal protocol products,HCFC-21,,Emissions including only non-Kyoto products,kg,148.0
Refrigerant & other,Montreal protocol products,HCFC-21,,Total emissions including non-Kyoto products,kg,148.0
Refrigerant & other,Fluorinated ethers,HFE-125,,Emissions including only non-Kyoto products,kg,12400.0
Refrigerant & other,Fluorinated ethers,HFE-125,,Total emissions including non-Kyoto products,kg,12400.0
Refrigerant & other,Fluorinated ethers,HFE-134,,Emissions including only non-Kyoto products,kg,5560.0
Refrigerant & other,Fluorinated ethers,HFE-134,,Total emissions including non-Kyoto products,kg,5560.0
Refrigerant & other,Fluorinated ethers,HFE-143a,,Emissions including only non-Kyoto products,kg,523.0
Refrigerant & other,Fluorinated ethers,HFE-143a,,Total emissions including non-Kyoto products,kg,523.0
Refrigerant & other,Fluorinated ethers,HCFE-235da2,,Emissions including only non-Kyoto products,kg,491.0
Refrigerant & other,Fluorinated ethers,HCFE-235da2,,Total emissions including non-Kyoto products,kg,491.0
Refrigerant & other,Fluorinated ethers,HFE-245cb2,,Emissions including only non-Kyoto products,kg,654.0
Refrigerant & other,Fluorinated ethers,HFE-245cb2,,Total emissions including non-Kyoto products,kg,654.0
Refrigerant & other,Fluorinated ethers,HFE-245fa2,,Emissions including only non-Kyoto products,kg,812.0
Refrigerant & other,Fluorinated ethers,HFE-245fa2,,Total emissions including non-Kyoto products,kg,812.0
Refrigerant & other,Fluorinated ethers,HFE-254cb2,,Emissions including only non-Kyoto products,kg,301.0
Refrigerant & other,Fluorinated ethers,HFE-254cb2,,Total emissions including non-Kyoto products,kg,301.0
Refrigerant & other,Fluorinated ethers,HFE-347mcc3,,Emissions including only non-Kyoto products,kg,530.0
Refrigerant & other,Fluorinated ethers,HFE-347mcc3,,Total emissions including non-Kyoto products,kg,530.0
Refrigerant & other,Fluorinated ethers,HFE-347pcf2,,Emissions including only non-Kyoto products,kg,889.0
Refrigerant & other,Fluorinated ethers,HFE-347pcf2,,Total emissions including non-Kyoto products,kg,889.0
Refrigerant & other,Fluorinated ethers,HFE-356pcc3,,Emissions including only non-Kyoto products,kg,413.0
Refrigerant & other,Fluorinated ethers,HFE-356pcc3,,Total emissions including non-Kyoto products,kg,413.0
Refrigerant & other,Fluorinated ethers,HFE-449sl (HFE-7100),,Emissions including only non-Kyoto products,kg,421.0
Refrigerant & other,Fluorinated ethers,HFE-449sl (HFE-7100),,Total emissions including non-Kyoto products,kg,421.0
Refrigerant & other,Fluorinated ethers,HFE-569sf2 (HFE-7200),,Emissions including only non-Kyoto products,kg,57.0
Refrigerant & other,Fluorinated ethers,HFE-569sf2 (HFE-7200),,Total emissions including non-Kyoto products,kg,57.0
Refrigerant & other,Fluorinated ethers,HFE-43-10pccc124 (H-Galden1040x),,Emissions including only non-Kyoto products,kg,2820.0
Refrigerant & other,Fluorinated ethers,HFE-43-10pccc124 (H-Galden1040x),,Total emissions including non-Kyoto products,kg,2820.0
Refrigerant & other,Fluorinated ethers,HFE-236ca12 (HG-10),,Emissions including only non-Kyoto products,kg,5350.0
Refrigerant & other,Fluorinated ethers,HFE-236ca12 (HG-10),,Total emissions including non-Kyoto products,kg,5350.0
Refrigerant & other,Fluorinated ethers,HFE-338pcc13 (HG-01),,Emissions including only non-Kyoto products,kg,2910.0
Refrigerant & other,Fluorinated ethers,HFE-338pcc13 (HG-01),,Total emissions including non-Kyoto products,kg,2910.0
Refrigerant & other,Other products,Trifluoromethyl sulphur pentafluoride,,Emissions including only non-Kyoto products,kg,17400.0
Refrigerant & other,Other products,Trifluoromethyl sulphur pentafluoride,,Total emissions including non-Kyoto products,kg,17400.0
Refrigerant & other,Other products,PFPMIE,,Emissions including only non-Kyoto products,kg,9710.0
Refrigerant & other,Other products,PFPMIE,,Total emissions including non-Kyoto products,kg,9710.0
Refrigerant & other,Other products,Dimethylether,,Emissions including only non-Kyoto products,kg,1.0
Refrigerant & other,Other products,Dimethylether,,Total emissions including non-Kyoto products,kg,1.0
Refrigerant & other,Other products,Methylene chloride,,Emissions including only non-Kyoto products,kg,9.0
Refrigerant & other,Other products,Methylene chloride,,Total emissions including non-Kyoto products,kg,9.0
Refrigerant & other,Other products,Methyl chloride,,Emissions including only non-Kyoto products,kg,12.0
Refrigerant & other,Other products,Methyl chloride,,Total emissions including non-Kyoto products,kg,12.0
Refrigerant & other,Other products,R290 = propane,,Emissions including only non-Kyoto products,kg,0.06
Refrigerant & other,Other products,R290 = propane,,Total emissions including non-Kyoto products,kg,0.06
Refrigerant & other,Other products,R600A = isobutane,,Emissions including only non-Kyoto products,kg,3.0
Refrigerant & other,Other products,R600A = isobutane,,Total emissions including non-Kyoto products,kg,3.0
Refrigerant & other,Other products,R600 = butane,,Emissions including only non-Kyoto products,kg,0.006
Refrigerant & other,Other products,R600 = butane,,Total emissions including non-Kyoto products,kg,0.006
Refrigerant & other,Other products,R601 = pentane,,Emissions including only non-Kyoto products,kg,5.0
Refrigerant & other,Other products,R601 = pentane,,Total emissions including non-Kyoto products,kg,5.0
Refrigerant & other,Other products,R601A = isopentane,,Emissions including only non-Kyoto products,kg,5.0
Refrigerant & other,Other products,R601A = isopentane,,Total emissions including non-Kyoto products,kg,5.0
Refrigerant & other,Other products,R170 = ethane,,Emissions including only non-Kyoto products,kg,0.437
Refrigerant & other,Other products,R170 = ethane,,Total emissions including non-Kyoto products,kg,0.437
Refrigerant & other,Other products,R1270 = propene,,Emissions including only non-Kyoto products,kg,2.0
Refrigerant & other,Other products,R1270 = propene,,Total emissions including non-Kyoto products,kg,2.0
Refrigerant & other,Other products,R1234yf*,,Emissions including only non-Kyoto products,kg,1.0
Refrigerant & other,Other products,R1234yf*,,Total emissions including non-Kyoto products,kg,1.0
Refrigerant & other,Other products,R1234ze*,,Emissions including only non-Kyoto products,kg,1.0
Refrigerant & other,Other products,R1234ze*,,Total emissions including non-Kyoto products,kg,1.0
Passenger vehicles,Cars (by market segment),Mini,,Diesel,km,0.10996
Passenger vehicles,Cars (by market segment),Mini,,Petrol,km,0.13063
Passenger vehicles,Cars (by market segment),Mini,,Unknown,km,0.13051
Passenger vehicles,Cars (by market segment),Mini,,Battery Electric Vehicle,km,0.0
Passenger vehicles,Cars (by market segment),Mini,,Diesel,miles,0.17696
Passenger vehicles,Cars (by market segment),Mini,,Petrol,miles,0.21022
Passenger vehicles,Cars (by market segment),Mini,,Unknown,miles,0.21002
Passenger vehicles,Cars (by market segment),Mini,,Battery Electric Vehicle,miles,0.0
